"HOUSEID","VEHID","VEHYEAR","MAKE","HHVEHCNT","VEHTYPE","VEHFUEL","VEHCOMMERCIAL","VEHCOM_RS","VEHCOM_DEL","VEHCOM_OTH","COMMERCIALFREQ","HHVEHUSETIME_RS","HHVEHUSETIME_DEL","HHVEHUSETIME_OTH","VEHOWNED","WHOMAIN","VEHCASEID","ANNMILES","HYBRID","VEHAGE","VEHOWNMO","NUMADLT","HOMEOWN","RAIL","CENSUS_D","CENSUS_R","HH_HISP","DRVRCNT","CDIVMSAR","HHFAMINC","HH_RACE","HHSIZE","LIF_CYC","MSACAT","MSASIZE","TRAVDAY","URBAN","URBANSIZE","URBRUR","TDAYDATE","WRKCOUNT","STRATUMID","WTHHFIN","WTHHFIN5D","WTHHFIN2D","HHFAMINC_IMP"
"9000051745","01",2021,"20",1,"04","01","01","02","02","01","22","-1","-1","05","01","01","900005174501",22000,"02",1,"-1",1,"03","02","09","04","02",1,"93","09","01",1,"01","03","02","04","01","01","01","202204",1,"1038",26534.7478980231,30629.8970866463,0,"09"
"9000051756","01",2012,"49",6,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","02","900005175601",-9,"02",10,"-1",2,"03","01","09","04","01",2,"91","09","97",4,"06","01","05","02","01","04","01","202204",1,"1037",54597.8163277461,75581.9496786252,0,"09"
"9000051756","02",1998,"49",6,"04","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900005175602",12000,"02",24,"-1",2,"03","01","09","04","01",2,"91","09","97",4,"06","01","05","02","01","04","01","202204",1,"1037",54597.8163277461,75581.9496786252,0,"09"
"9000051756","03",1982,"20",6,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900005175603",500,"02",40,"-1",2,"03","01","09","04","01",2,"91","09","97",4,"06","01","05","02","01","04","01","202204",1,"1037",54597.8163277461,75581.9496786252,0,"09"
"9000051756","04",2001,"72",6,"07","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900005175604",500,"02",21,"-1",2,"03","01","09","04","01",2,"91","09","97",4,"06","01","05","02","01","04","01","202204",1,"1037",54597.8163277461,75581.9496786252,0,"09"
"9000051756","05",2018,"72",6,"07","01","02","-1","-1","-1","-1","-1","-1","-1","01","02","900005175605",-9,"02",4,"-1",2,"03","01","09","04","01",2,"91","09","97",4,"06","01","05","02","01","04","01","202204",1,"1037",54597.8163277461,75581.9496786252,0,"09"
"9000051756","06",2004,"37",6,"07","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900005175606",500,"02",18,"-1",2,"03","01","09","04","01",2,"91","09","97",4,"06","01","05","02","01","04","01","202204",1,"1037",54597.8163277461,75581.9496786252,0,"09"
"9000051759","01",2017,"12",1,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900005175901",12000,"02",5,"-1",1,"01","02","05","03","02",1,"53","06","01",1,"01","03","01","07","04","06","02","202204",1,"1029",13294.5665702011,0,59951.8714070679,"06"
"9000051761","01",2021,"41",2,"03","01","02","-1","-1","-1","-1","-1","-1","-1","02","01","900005176101",9750,"02",1,"08",2,"02","01","05","03","02",2,"51","-7","01",2,"10","01","04","01","04","06","02","202205",0,"1030",8408.97665568005,0,32387.3856385986,"04"
"9000051761","02",2013,"55",2,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","02","900005176102",9300,"02",9,"-1",2,"02","01","05","03","02",2,"51","-7","01",2,"10","01","04","01","04","06","02","202205",0,"1030",8408.97665568005,0,32387.3856385986,"04"
"9000051772","01",2015,"13",2,"03","01","01","02","02","01","08","-1","-1","08","01","01","900005177201",8000,"02",7,"-1",2,"02","02","05","03","02",2,"53","09","03",2,"02","03","02","06","04","06","02","202203",2,"1030",31704.6129623035,41192.6054095654,0,"09"
"9000051772","02",2018,"55",2,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","02","900005177202",7000,"02",4,"-1",2,"02","02","05","03","02",2,"53","09","03",2,"02","03","02","06","04","06","02","202203",2,"1030",31704.6129623035,41192.6054095654,0,"09"
"9000051773","01",2011,"12",1,"03","01","01","02","02","01","21","-1","-1","07","01","01","900005177301",5000,"02",11,"-1",1,"01","02","07","03","02",1,"73","06","01",1,"01","03","01","01","04","06","02","202204",1,"1034",3424.45666208328,0,12495.0789850955,"06"
"9000051781","01",2009,"20",2,"03","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900005178101",5000,"02",13,"-1",2,"01","02","08","04","02",2,"82","08","01",3,"04","02","04","01","01","05","01","202203",2,"1035",5077.09132327877,0,17343.9007734448,"08"
"9000051781","02",2018,"51",2,"03","01","02","-1","-1","-1","-1","-1","-1","-1","02","02","900005178102",8400,"02",4,"10",2,"01","02","08","04","02",2,"82","08","01",3,"04","02","04","01","01","05","01","202203",2,"1035",5077.09132327877,0,17343.9007734448,"08"
"9000051787","01",2019,"18",1,"01","01","02","-1","-1","-1","-1","-1","-1","-1","02","01","900005178701",40000,"02",3,"06",1,"01","01","05","03","02",1,"51","08","01",1,"09","01","05","02","01","04","01","202203",0,"1029",7117.2394908848,10448.9662310312,0,"08"
"9000051789","01",2012,"20",1,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900005178901",1000,"02",10,"-1",2,"03","01","05","03","02",2,"51","11","03",2,"02","01","05","06","01","04","01","202204",2,"1029",13869.9256867242,21296.1686912037,0,"11"
"9000051793","01",2020,"29",2,"01","05","02","-1","-1","-1","-1","-1","-1","-1","01","01","900005179301",12000,"01",2,"-1",2,"01","02","05","03","02",2,"52","10","01",4,"04","02","04","07","01","05","01","202205",2,"1029",25705.8532493413,0,82198.4700783695,"10"
"9000051793","02",2016,"12",2,"03","01","02","-1","-1","-1","-1","-1","-1","-1","01","02","900005179302",10000,"02",6,"-1",2,"01","02","05","03","02",2,"52","10","01",4,"04","02","04","07","01","05","01","202205",2,"1029",25705.8532493413,0,82198.4700783695,"10"
"9000051800","01",2012,"02",1,"03","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900005180001",1500,"02",10,"-1",1,"03","02","08","04","02",1,"82","06","01",1,"01","02","05","04","01","05","01","202204",1,"1035",19064.3703874878,25340.6541601588,0,"06"
"9000051810","01",2014,"12",2,"01","01","02","-1","-1","-1","-1","-1","-1","-1","02","01","900005181001",15000,"02",8,"08",3,"01","01","05","03","01",2,"51","04","01",4,"06","01","05","04","01","04","01","202203",0,"1029",24601.9798354883,28526.593473607,0,"04"
"9000051810","02",2007,"49",2,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","02","900005181002",10000,"02",15,"-1",3,"01","01","05","03","01",2,"51","04","01",4,"06","01","05","04","01","04","01","202203",0,"1029",24601.9798354883,28526.593473607,0,"04"
"9000051820","01",2017,"02",2,"03","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900005182001",11000,"02",5,"-1",2,"01","02","01","01","02",2,"12","11","01",2,"02","02","04","04","04","06","02","202203",2,"1021",3582.84739880096,5083.37901250402,0,"11"
"9000051820","02",2019,"02",2,"03","01","02","-1","-1","-1","-1","-1","-1","-1","02","02","900005182002",13333,"02",3,"09",2,"01","02","01","01","02",2,"12","11","01",2,"02","02","04","04","04","06","02","202203",2,"1021",3582.84739880096,5083.37901250402,0,"11"
"9000051841","01",1998,"20",2,"03","01","02","-1","-1","-1","-1","-1","-1","-1","02","01","900005184101",180000,"02",24,"08",6,"01","02","09","04","02",4,"92","09","01",6,"10","02","05","05","01","05","01","202203",1,"1037",12489.1632026221,17314.9650741387,0,"09"
"9000051841","02",2010,"07",2,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","06","900005184102",20000,"02",12,"-1",6,"01","02","09","04","02",4,"92","09","01",6,"10","02","05","05","01","05","01","202203",1,"1037",12489.1632026221,17314.9650741387,0,"09"
"9000051842","01",2013,"20",2,"04","01","02","-1","-1","-1","-1","-1","-1","-1","01","02","900005184201",5000,"02",9,"-1",2,"01","02","04","02","02",2,"44","06","01",2,"10","04","06","03","04","06","02","202203",0,"1028",3737.62125931447,5529.77222609605,0,"06"
"9000051842","02",2018,"35",2,"03","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900005184202",10000,"02",4,"-1",2,"01","02","04","02","02",2,"44","06","01",2,"10","04","06","03","04","06","02","202203",0,"1028",3737.62125931447,5529.77222609605,0,"06"
"9000051853","01",2004,"12",1,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","02","900005185301",600,"02",18,"-1",2,"01","02","04","02","02",1,"42","03","97",2,"10","02","04","01","01","05","01","202205",0,"1027",24151.8122094246,0,130833.764022869,"03"
"9000051883","01",2013,"12",2,"04","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900005188301",7000,"02",9,"-1",2,"03","02","09","04","02",2,"93","09","01",2,"02","03","02","04","01","02","01","202203",2,"1037",6296.33195789305,9149.81885436231,0,"09"
"9000051883","02",2019,"49",2,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","02","900005188302",6000,"02",3,"-1",2,"03","02","09","04","02",2,"93","09","01",2,"02","03","02","04","01","02","01","202203",2,"1037",6296.33195789305,9149.81885436231,0,"09"
"9000051891","01",2021,"49",3,"02","06","01","02","02","01","20","-1","-1","20","01","02","900005189101",20000,"01",1,"-1",4,"01","02","07","03","02",3,"72","09","01",4,"08","02","05","03","01","05","01","202203",4,"1034",4644.19614085917,6298.86666572455,0,"09"
"9000051891","02",2020,"49",3,"01","06","02","-1","-1","-1","-1","-1","-1","-1","01","01","900005189102",10000,"01",2,"-1",4,"01","02","07","03","02",3,"72","09","01",4,"08","02","05","03","01","05","01","202203",4,"1034",4644.19614085917,6298.86666572455,0,"09"
"9000051891","03",2013,"20",3,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","03","900005189103",20000,"02",9,"-1",4,"01","02","07","03","02",3,"72","09","01",4,"08","02","05","03","01","05","01","202203",4,"1034",4644.19614085917,6298.86666572455,0,"09"
"9000051900","01",2015,"18",5,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","02","900005190001",3300,"02",7,"-1",4,"01","02","05","03","02",4,"52","10","01",4,"08","02","04","07","01","05","01","202204",1,"1029",24488.5710862748,0,76008.3243908176,"10"
"9000051900","02",2017,"63",5,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","03","900005190002",500,"02",5,"-1",4,"01","02","05","03","02",4,"52","10","01",4,"08","02","04","07","01","05","01","202204",1,"1029",24488.5710862748,0,76008.3243908176,"10"
"9000051900","03",2007,"20",5,"03","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900005190003",3000,"02",15,"-1",4,"01","02","05","03","02",4,"52","10","01",4,"08","02","04","07","01","05","01","202204",1,"1029",24488.5710862748,0,76008.3243908176,"10"
"9000051900","04",1982,"20",5,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900005190004",300,"02",40,"-1",4,"01","02","05","03","02",4,"52","10","01",4,"08","02","04","07","01","05","01","202204",1,"1029",24488.5710862748,0,76008.3243908176,"10"
"9000051900","05",2018,"37",5,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","04","900005190005",750,"02",4,"-1",4,"01","02","05","03","02",4,"52","10","01",4,"08","02","04","07","01","05","01","202204",1,"1029",24488.5710862748,0,76008.3243908176,"10"
"9000051901","01",1999,"12",1,"01","01","01","02","02","01","03","-1","-1","03","01","01","900005190101",900,"02",23,"-1",1,"01","02","08","04","02",1,"83","03","01",1,"01","03","01","03","01","01","01","202204",1,"1035",7901.34780832931,10465.462913351,0,"03"
"9000051905","01",2016,"49",6,"04","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900005190501",4200,"02",6,"-1",4,"02","02","09","04","02",4,"93","09","03",4,"10","03","01","07","02","06","01","202204",3,"1039",1108.73789131405,0,4159.00466164458,"09"
"9000051905","02",2006,"49",6,"03","01","02","-1","-1","-1","-1","-1","-1","-1","01","02","900005190502",7000,"02",16,"-1",4,"02","02","09","04","02",4,"93","09","03",4,"10","03","01","07","02","06","01","202204",3,"1039",1108.73789131405,0,4159.00466164458,"09"
"9000051905","03",2008,"35",6,"04","01","02","-1","-1","-1","-1","-1","-1","-1","01","03","900005190503",2500,"02",14,"-1",4,"02","02","09","04","02",4,"93","09","03",4,"10","03","01","07","02","06","01","202204",3,"1039",1108.73789131405,0,4159.00466164458,"09"
"9000051905","04",2006,"23",6,"04","01","01","02","02","01","00","-1","-1","08","01","01","900005190504",3000,"02",16,"-1",4,"02","02","09","04","02",4,"93","09","03",4,"10","03","01","07","02","06","01","202204",3,"1039",1108.73789131405,0,4159.00466164458,"09"
"9000051905","05",2000,"49",6,"04","01","01","02","02","01","00","-1","-1","12","01","01","900005190505",3000,"02",22,"-1",4,"02","02","09","04","02",4,"93","09","03",4,"10","03","01","07","02","06","01","202204",3,"1039",1108.73789131405,0,4159.00466164458,"09"
"9000051905","06",2006,"12",6,"04","01","02","-1","-1","-1","-1","-1","-1","-1","01","04","900005190506",750,"02",16,"-1",4,"02","02","09","04","02",4,"93","09","03",4,"10","03","01","07","02","06","01","202204",3,"1039",1108.73789131405,0,4159.00466164458,"09"
"9000051910","01",2007,"49",3,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900005191001",25000,"02",15,"-1",2,"01","02","09","04","02",2,"92","09","01",2,"02","02","04","03","04","06","02","202203",2,"1038",7523.78444154848,9005.5404048209,0,"09"
"9000051910","02",2011,"37",3,"03","01","01","02","02","01","07","-1","-1","07","01","02","900005191002",10000,"02",11,"-1",2,"01","02","09","04","02",2,"92","09","01",2,"02","02","04","03","04","06","02","202203",2,"1038",7523.78444154848,9005.5404048209,0,"09"
"9000051910","03",2002,"20",3,"04","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900005191003",1500,"02",20,"-1",2,"01","02","09","04","02",2,"92","09","01",2,"02","02","04","03","04","06","02","202203",2,"1038",7523.78444154848,9005.5404048209,0,"09"
"9000051912","01",2019,"20",2,"03","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900005191201",12000,"02",3,"-1",2,"02","02","06","03","02",2,"63","06","01",2,"10","03","01","03","04","06","02","202204",1,"1032",11424.4623809495,12743.3431681938,0,"06"
"9000051912","02",2016,"12",2,"04","01","02","-1","-1","-1","-1","-1","-1","-1","01","02","900005191202",20000,"02",6,"-1",2,"02","02","06","03","02",2,"63","06","01",2,"10","03","01","03","04","06","02","202204",1,"1032",11424.4623809495,12743.3431681938,0,"06"
"9000051920","01",2010,"07",7,"04","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900005192001",200,"02",12,"-1",3,"02","02","07","03","02",3,"72","10","01",4,"06","02","04","02","04","06","02","202204",3,"1034",20616.7721845821,37011.1361322216,0,"10"
"9000051920","02",2022,"23",7,"03","01","02","-1","-1","-1","-1","-1","-1","-1","02","02","900005192002",240,"02",1,"01",3,"02","02","07","03","02",3,"72","10","01",4,"06","02","04","02","04","06","02","202204",3,"1034",20616.7721845821,37011.1361322216,0,"10"
"9000051920","03",2015,"02",7,"03","01","02","-1","-1","-1","-1","-1","-1","-1","01","03","900005192003",30,"02",7,"-1",3,"02","02","07","03","02",3,"72","10","01",4,"06","02","04","02","04","06","02","202204",3,"1034",20616.7721845821,37011.1361322216,0,"10"
"9000051920","04",2002,"72",7,"07","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900005192004",20,"02",20,"-1",3,"02","02","07","03","02",3,"72","10","01",4,"06","02","04","02","04","06","02","202204",3,"1034",20616.7721845821,37011.1361322216,0,"10"
"9000051920","05",2013,"72",7,"07","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900005192005",20,"02",9,"-1",3,"02","02","07","03","02",3,"72","10","01",4,"06","02","04","02","04","06","02","202204",3,"1034",20616.7721845821,37011.1361322216,0,"10"
"9000051920","06",2021,"98",7,"97","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900005192006",40,"02",1,"-1",3,"02","02","07","03","02",3,"72","10","01",4,"06","02","04","02","04","06","02","202204",3,"1034",20616.7721845821,37011.1361322216,0,"10"
"9000051920","07",2007,"98",7,"97","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900005192007",10,"02",15,"-1",3,"02","02","07","03","02",3,"72","10","01",4,"06","02","04","02","04","06","02","202204",3,"1034",20616.7721845821,37011.1361322216,0,"10"
"9000051925","01",2014,"49",2,"01","06","02","-1","-1","-1","-1","-1","-1","-1","01","01","900005192501",3000,"01",8,"-1",2,"02","01","09","04","02",2,"91","06","01",2,"10","01","05","06","01","04","01","202203",0,"1037",23746.2938226854,35476.2265232515,0,"06"
"9000051925","02",2003,"49",2,"04","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900005192502",500,"02",19,"-1",2,"02","01","09","04","02",2,"91","06","01",2,"10","01","05","06","01","04","01","202203",0,"1037",23746.2938226854,35476.2265232515,0,"06"
"9000051930","01",2019,"48",2,"01","01","02","-1","-1","-1","-1","-1","-1","-1","02","01","900005193001",12000,"02",3,"01",2,"02","02","06","03","02",2,"63","07","01",2,"10","03","01","05","04","06","02","202204",0,"1032",5647.52045384331,6414.53984585811,0,"07"
"9000051930","02",2000,"49",2,"04","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900005193002",2000,"02",22,"-1",2,"02","02","06","03","02",2,"63","07","01",2,"10","03","01","05","04","06","02","202204",0,"1032",5647.52045384331,6414.53984585811,0,"07"
"9000051936","01",2007,"49",3,"03","01","01","02","02","01","13","-1","-1","00","01","01","900005193601",10000,"02",15,"-1",3,"01","01","09","04","02",3,"91","10","01",3,"10","01","05","07","01","04","01","202203",2,"1037",34203.495985269,0,107285.628298277,"10"
"9000051936","02",2017,"35",3,"03","01","02","-1","-1","-1","-1","-1","-1","-1","01","03","900005193602",7000,"02",5,"-1",3,"01","01","09","04","02",3,"91","10","01",3,"10","01","05","07","01","04","01","202203",2,"1037",34203.495985269,0,107285.628298277,"10"
"9000051936","03",2022,"49",3,"04","01","02","-1","-1","-1","-1","-1","-1","-1","02","02","900005193603",8200,"02",1,"03",3,"01","01","09","04","02",3,"91","10","01",3,"10","01","05","07","01","04","01","202203",2,"1037",34203.495985269,0,107285.628298277,"10"
"9000051946","01",2018,"42",2,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900005194601",27701,"02",4,"-1",2,"01","02","09","04","02",2,"92","09","03",2,"02","02","04","04","01","05","01","202204",2,"1037",16055.5608800812,22699.6521849925,0,"09"
"9000051946","02",2020,"42",2,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","02","900005194602",17204,"02",2,"-1",2,"01","02","09","04","02",2,"92","09","03",2,"02","02","04","04","01","05","01","202204",2,"1037",16055.5608800812,22699.6521849925,0,"09"
"9000051947","01",2014,"35",3,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900005194701",11000,"02",8,"-1",5,"01","01","09","04","01",4,"93","09","01",5,"08","03","03","03","01","02","01","202203",3,"1037",56639.4220910465,79414.166491971,0,"09"
"9000051947","02",2018,"49",3,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","04","900005194702",500,"02",4,"-1",5,"01","01","09","04","01",4,"93","09","01",5,"08","03","03","03","01","02","01","202203",3,"1037",56639.4220910465,79414.166491971,0,"09"
"9000051947","03",2021,"49",3,"03","01","02","-1","-1","-1","-1","-1","-1","-1","02","03","900005194703",9818,"02",1,"11",5,"01","01","09","04","01",4,"93","09","01",5,"08","03","03","03","01","02","01","202203",3,"1037",56639.4220910465,79414.166491971,0,"09"
"9000051959","01",2004,"23",2,"02","01","02","-1","-1","-1","-1","-1","-1","-1","01","02","900005195901",8500,"02",18,"-1",2,"03","02","08","04","02",2,"82","09","01",2,"02","02","04","06","01","05","01","202204",1,"1035",21397.8627818948,29320.5542466472,0,"09"
"9000051959","02",2015,"19",2,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900005195902",6000,"02",7,"-1",2,"03","02","08","04","02",2,"82","09","01",2,"02","02","04","06","01","05","01","202204",1,"1035",21397.8627818948,29320.5542466472,0,"09"
"9000051966","01",2003,"12",2,"04","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900005196601",3000,"02",19,"-1",2,"01","02","03","02","02",1,"33","03","01",2,"02","03","01","04","02","06","01","202203",1,"1025",13660.4942713921,18872.983992217,0,"03"
"9000051966","02",2003,"98",2,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900005196602",0,"02",19,"-1",2,"01","02","03","02","02",1,"33","03","01",2,"02","03","01","04","02","06","01","202203",1,"1025",13660.4942713921,18872.983992217,0,"03"
"9000051971","01",2012,"37",2,"03","01","01","-9","-9","01","22","-1","-1","-9","01","01","900005197101",35000,"02",10,"-1",2,"03","01","09","04","01",2,"91","08","01",2,"02","01","05","06","01","04","01","202205",2,"1037",21530.5711947548,30212.6799874082,0,"08"
"9000051971","02",2017,"37",2,"01","01","01","01","-9","01","14","-9","-1","-9","01","02","900005197102",22000,"02",5,"-1",2,"03","01","09","04","01",2,"91","08","01",2,"02","01","05","06","01","04","01","202205",2,"1037",21530.5711947548,30212.6799874082,0,"08"
"9000051972","01",2013,"35",2,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900005197201",1200,"02",9,"-1",2,"01","02","08","04","02",2,"82","08","01",2,"02","02","05","04","01","05","01","202204",0,"1035",14534.8620360994,20616.8636139101,0,"08"
"9000051972","02",2018,"48",2,"01","01","02","-1","-1","-1","-1","-1","-1","-1","02","02","900005197202",10667,"02",4,"09",2,"01","02","08","04","02",2,"82","08","01",2,"02","02","05","04","01","05","01","202204",0,"1035",14534.8620360994,20616.8636139101,0,"08"
"9000051982","01",2011,"37",2,"01","01","02","-1","-1","-1","-1","-1","-1","-1","02","01","900005198201",7200,"02",11,"05",2,"02","02","05","03","02",2,"53","05","01",2,"10","03","01","06","04","06","02","202203",0,"1030",11109.9895010846,15245.9124351676,0,"05"
"9000051982","02",2002,"20",2,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","02","900005198202",4000,"02",20,"-1",2,"02","02","05","03","02",2,"53","05","01",2,"10","03","01","06","04","06","02","202203",0,"1030",11109.9895010846,15245.9124351676,0,"05"
"9000051994","01",2017,"41",3,"03","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900005199401",3600,"02",5,"-1",2,"01","01","05","03","02",2,"51","11","01",5,"06","01","05","02","04","06","02","202204",2,"1030",8594.01325900044,11750.0665667805,0,"11"
"9000051994","02",2009,"23",3,"03","01","02","-1","-1","-1","-1","-1","-1","-1","01","02","900005199402",3000,"02",13,"-1",2,"01","01","05","03","02",2,"51","11","01",5,"06","01","05","02","04","06","02","202204",2,"1030",8594.01325900044,11750.0665667805,0,"11"
"9000051994","03",2010,"12",3,"04","02","01","02","02","01","20","-1","-1","20","01","02","900005199403",10000,"02",12,"-1",2,"01","01","05","03","02",2,"51","11","01",5,"06","01","05","02","04","06","02","202204",2,"1030",8594.01325900044,11750.0665667805,0,"11"
"9000052001","01",1995,"19",2,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900005200101",1200,"02",27,"-1",2,"03","02","06","03","02",2,"63","05","01",2,"10","03","03","04","04","06","02","202203",0,"1031",3131.82650343679,4229.11905525066,0,"05"
"9000052001","02",2008,"00",2,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","02","900005200102",2100,"02",14,"-1",2,"03","02","06","03","02",2,"63","05","01",2,"10","03","03","04","04","06","02","202203",0,"1031",3131.82650343679,4229.11905525066,0,"05"
"9000052002","01",2015,"12",2,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900005200201",20000,"02",7,"-1",2,"01","02","05","03","02",2,"52","07","01",4,"04","02","04","03","01","05","01","202204",2,"1029",10488.1264185373,13785.7125979049,0,"07"
"9000052002","02",2015,"12",2,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","02","900005200202",20000,"02",7,"-1",2,"01","02","05","03","02",2,"52","07","01",4,"04","02","04","03","01","05","01","202204",2,"1029",10488.1264185373,13785.7125979049,0,"07"
"9000052015","01",2016,"35",4,"04","01","02","-1","-1","-1","-1","-1","-1","-1","01","02","900005201501",500,"02",6,"-1",2,"01","02","08","04","02",2,"83","09","01",2,"02","03","01","03","04","06","02","202204",2,"1036",14722.1306594358,18351.038026485,0,"09"
"9000052015","02",2017,"48",4,"03","01","01","02","02","01","20","-1","-1","00","01","01","900005201502",15000,"02",5,"-1",2,"01","02","08","04","02",2,"83","09","01",2,"02","03","01","03","04","06","02","202204",2,"1036",14722.1306594358,18351.038026485,0,"09"
"9000052015","03",2000,"02",4,"03","01","02","-1","-1","-1","-1","-1","-1","-1","01","02","900005201503",200,"02",22,"-1",2,"01","02","08","04","02",2,"83","09","01",2,"02","03","01","03","04","06","02","202204",2,"1036",14722.1306594358,18351.038026485,0,"09"
"9000052015","04",2007,"00",4,"07","01","02","-1","-1","-1","-1","-1","-1","-1","01","02","900005201504",100,"02",15,"-1",2,"01","02","08","04","02",2,"83","09","01",2,"02","03","01","03","04","06","02","202204",2,"1036",14722.1306594358,18351.038026485,0,"09"
"9000052017","01",2008,"20",2,"04","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900005201701",10000,"02",14,"-1",2,"01","02","08","04","02",2,"84","08","01",6,"04","04","06","05","02","06","01","202203",2,"1036",36360.3411200593,45240.0385923685,0,"08"
"9000052017","02",2017,"23",2,"03","01","02","-1","-1","-1","-1","-1","-1","-1","02","02","900005201702",200000,"02",5,"03",2,"01","02","08","04","02",2,"84","08","01",6,"04","04","06","05","02","06","01","202203",2,"1036",36360.3411200593,45240.0385923685,0,"08"
"9000052023","01",2016,"13",4,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900005202301",40000,"02",6,"-1",4,"03","02","02","01","01",4,"23","05","97",5,"06","03","01","07","01","01","01","202203",3,"1023",50632.3693581044,0,236222.18002366,"05"
"9000052023","02",2005,"12",4,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","02","900005202302",25000,"02",17,"-1",4,"03","02","02","01","01",4,"23","05","97",5,"06","03","01","07","01","01","01","202203",3,"1023",50632.3693581044,0,236222.18002366,"05"
"9000052023","03",2016,"37",4,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","03","900005202303",12000,"02",6,"-1",4,"03","02","02","01","01",4,"23","05","97",5,"06","03","01","07","01","01","01","202203",3,"1023",50632.3693581044,0,236222.18002366,"05"
"9000052023","04",2012,"63",4,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","04","900005202304",10000,"02",10,"-1",4,"03","02","02","01","01",4,"23","05","97",5,"06","03","01","07","01","01","01","202203",3,"1023",50632.3693581044,0,236222.18002366,"05"
"9000052057","01",2014,"48",1,"01","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900005205701",3000,"02",8,"-1",1,"02","01","02","01","02",1,"21","04","01",1,"09","01","05","03","01","04","01","202204",0,"1023",22654.3637018843,28349.4584373099,0,"04"
"9000052058","01",2000,"49",2,"03","01","02","-1","-1","-1","-1","-1","-1","-1","01","02","900005205801",183427,"02",22,"-1",2,"01","02","05","03","02",2,"52","08","01",4,"06","02","04","03","01","05","01","202203",2,"1029",27391.4607422714,38566.8639430831,0,"08"
"9000052058","02",2020,"02",2,"03","01","02","-1","-1","-1","-1","-1","-1","-1","01","01","900005205802",15000,"02",2,"-1",2,"01","02","05","03","02",2,"52","08","01",4,"06","02","04","03","01","05","01","202203",2,"1029",27391.4607422714,38566.8639430831,0,"08"
"9000052063","01",2021,"37",1,"03","01","02","-1","-1","-1","-1","-1","-1","-1","02","01","900005206301",9709,"02",1,"11",1,"02","02","08","04","02",1,"82","11","01",1,"01","02","04","05","01","03","01","202203",1,"1035",6753.87886196028,9660.37252719109,0,"11"
